KO	Pathways	Modules
K09057	ko04711	NA
K09055	ko04932,ko05200,ko05202,ko05221	NA
K09054	ko05010,ko04141	NA
K08269	ko04140,ko04150,ko04139,ko04138,ko04212,ko04136	NA
K08268	ko04919,ko04659,ko04140,ko04066,ko05205,ko05231,ko05230,ko04137,ko05200,ko04212,ko05211	NA
K08262	ko00591	NA
K08261	ko00051	NA
K08260	ko00860	NA
K08267	ko04150	NA
K08266	ko04136,ko04140,ko04138,ko04151,ko04150	NA
K08265	ko00680	NA
K08264	ko00680	NA
K00289	ko00670	NA
K00288	ko00670	M00141
K00285	ko00360	NA
K00284	ko00630,ko00910	NA
K00287	ko00790,ko00670	M00126
K00286	ko00330	M00015
K00281	ko00630,ko00260	M00532
K00283	ko00630,ko00260	NA
K00282	ko00630,ko00260	NA
K20394	ko04211,ko04115,ko04150	NA
K20397	ko04150	NA
K20396	ko04150	NA
K20391	ko02024	NA
K20390	ko02024	NA
K20399	ko04150	NA
K20398	ko04150	NA
K18990	NA	M00720
K14198	ko05150	NA
K14199	ko05150	NA
K18991	NA	M00647
K14194	ko05150	NA
K19847	ko04011	NA
K14196	ko05150	NA
K14197	ko05150	NA
K14190	ko00053	M00114
K18992	NA	M00647
K14192	ko05150	NA
K16311	ko04922	NA
K01880	ko00970	M00360,M00359
K01881	ko00970	M00360,M00359
K01883	ko00970	M00360,M00359
K01228	ko00510,ko04141	M00073
K01229	ko04973,ko00052	NA
K04618	ko00052	NA
K01887	ko00970	M00360,M00359
K01889	ko00970	M00360,M00359
K01226	ko00500	NA
K01227	ko00511	NA
K01220	ko00052	NA
K01222	ko00500,ko00010	NA
K01223	ko00500,ko00010	NA
K14995	ko04150	NA
K02759	ko00500,ko02060	M00275
K14992	ko04727	NA
K12108	ko05120	M00564
K02755	ko02060	M00271
K19302	ko00550	NA
K02757	ko02060	M00271
K02756	ko02060	M00271
K02750	ko00500,ko02060	M00268
K02753	ko02060,ko00010	M00272
K02752	ko02060,ko00010	M00272
K19872	ko00515	NA
K00939	ko00730,ko00230	M00049
K00938	ko00900	M00095
K00937	ko03018,ko00190	NA
K00934	ko00330	NA
K00933	ko00330	M00047
K00932	ko00640	NA
K00931	ko00332,ko00330	M00015
K00930	ko00220	M00028
K18293	ko00622	M00419
K18292	ko00660	NA
K18291	ko00660	NA
K18290	ko00660	NA
K18297	NA	M00641,M00745
K18296	NA	M00639
K18295	NA	M00639
K18294	NA	M00639
K18299	NA	M00641
K18298	NA	M00641
K15823	ko00909	NA
K15822	ko00909	NA
K15821	ko00909	NA
K15820	ko00909	NA
K15351	ko05132	NA
K15826	ko00981	NA
K15825	ko00981	NA
K15824	ko00981	NA
K01080	ko00564,ko00565,ko04975,ko00561,ko00600,ko04072,ko04666,ko05231	M00089
K01081	ko00240,ko00760,ko00230	NA
K01082	ko00920	NA
K01083	ko00562	NA
K01084	ko00500,ko04973,ko04910,ko04152,ko04151,ko04922,ko04920,ko00052,ko04931,ko00010,ko04068	NA
K19551	ko00040	NA
K01086	ko00030,ko00010,ko00680,ko00710,ko00051	M00003,M00167,M00165
K01087	ko00500	NA
K02579	ko00534	M00059
K02578	ko00534	M00059
K12102	ko05120	M00564
K05251	ko04080,ko04918,ko05320,ko04923	NA
K05250	ko04913,ko04080,ko04024,ko04912	NA
K05252	ko04912	NA
K02575	ko00910	M00615
K05254	ko04024	NA
K02577	ko00534	M00059
K02576	ko00534	M00059
K12107	ko05120	M00564
K12106	ko05120	M00564
K18671	ko05034,ko05203	NA
K13171	ko03013,ko03015	M00430
K13176	ko03013	M00405,M00406
K13175	ko03013	M00405,M00406
K13174	ko03013	M00405,M00406
K21089	ko02026	NA
K12261	ko04146	NA
K02287	ko00196	NA
K02286	ko00196	NA
K02285	ko00196	NA
K02284	ko00196	NA
K17078	ko00524	NA
K17076	ko02010	M00589
K17074	ko02010	M00589
K17072	ko04668	NA
K17073	ko02010	M00589
K02289	ko00196	NA
K02288	ko00196	NA
K03154	ko04122	NA
K08860	ko05010,ko05169,ko05162,ko04140,ko04141,ko05164,ko05160,ko04932,ko04210,ko04137,ko04214,ko05168	NA
K03156	ko05164,ko04940,ko04210,ko05322,ko05321,ko05140,ko05146,ko05145,ko05144,ko04060,ko04064,ko04380,ko04650,ko05418,ko04657,ko05414,ko05142,ko05410,ko05323,ko05310,ko04931,ko04930,ko04933,ko04932,ko05134,ko04612,ko05010,ko05014,ko05330,ko05332,ko05133,ko05143,ko04071,ko04010,ko04620,ko05152,ko04640,ko04668,ko04664,ko04660,ko04150,ko04350,ko04920,ko05166,ko05161,ko05160,ko04621,ko05205,ko04622,ko05168	NA
K03157	ko05323,ko04060,ko04064	NA
K03150	ko00730	NA
K03151	ko04122,ko00730	NA
K03620	ko02020	NA
K03621	ko00564,ko00561	M00089
K07903	ko04144,ko04152	NA
K03158	ko04215,ko05142,ko05145,ko04060,ko04064,ko04380,ko05418,ko04931,ko04932,ko05010,ko05014,ko05152,ko04071,ko04010,ko04668,ko04150,ko05164,ko04920,ko05166,ko05160,ko04210,ko05168	NA
K03159	ko04672,ko04060,ko04066,ko04064,ko05203,ko05166	NA
K03628	ko03018	NA
K03629	ko03440	NA
K06508	ko05144,ko05160,ko04662	NA
K06509	ko04115	NA
K06058	ko04330	NA
K06059	ko05010,ko04330,ko05120	M00682
K06056	ko04330,ko05202	NA
K06057	ko04330	NA
K06054	ko03460,ko04330,ko05224,ko04950	NA
K06055	ko05224,ko04330	NA
K06052	ko04658,ko05224,ko04330,ko04371	NA
K09733	ko00680	NA
K06051	ko04658,ko05224,ko04330	M00682
K17218	ko00920	NA
K17219	ko00920	NA
K17212	ko00945	NA
K17213	ko02010	M00593
K17210	ko02010	M00592
K17211	ko00945	NA
K17216	ko00270	M00609
K17217	ko00270,ko00260,ko00920	M00609
K17214	ko02010	M00593
K17215	ko02010	M00593
K09880	ko00270	M00034
K09881	ko00561	NA
K09882	ko00860	NA
K09883	ko00860	NA
K20009	ko04214,ko04215	NA
K20008	ko04214,ko04215	NA
K09887	ko00240	NA
K12681	ko05133	NA
K10396	ko04144,ko04728	NA
K20142	ko00902	NA
K20143	ko00640	NA
K20146	ko00740	NA
K11027	ko05133	M00574
K11026	ko05133	M00574
K11025	ko05133	M00574
K11024	ko05133	M00574
K07679	ko02020,ko05133	M00477
K07678	ko02025,ko02026,ko02020,ko05111	M00475
K07675	ko02020	M00473
K07674	ko02020	M00472
K07677	ko02026,ko02020	M00474
K07676	ko02026,ko02020	M00474
K07671	ko02020	M00462
K07670	ko02020	M00461
K11029	ko05133,ko00230	M00575
K11028	ko03070,ko05120	NA
K10886	ko03450	NA
K10887	ko05340,ko03450	NA
K10884	ko03450	M00297
K10885	ko03450	M00297
K10882	ko03440,ko03460	NA
K10883	ko03460	NA
K10880	ko03440	NA
K10881	ko03440,ko05169,ko03050	M00341
K10888	ko03460	M00413
K10889	ko03460	M00413
K13848	ko05144	NA
K07904	ko04144,ko04972,ko04962,ko04961	NA
K08375	ko04080	NA
K08374	ko04080	NA
K08377	ko04080	NA
K08370	ko04978	NA
K10088	ko04141	M00403
K10089	ko04145,ko04142	NA
K10086	ko04141	NA
K10087	ko04142	NA
K10084	ko04141	NA
K10085	ko04141	NA
K10082	ko04141	NA
K10080	ko04141	NA
K10081	ko04141	NA
K04280	ko04080,ko04912	NA
K04283	ko00480	NA
K04282	ko04080,ko04020	NA
K04285	ko04080,ko04713	NA
K04284	ko04080,ko04024	NA
K04287	ko04080	NA
K04286	ko04080,ko04713	NA
K04289	ko04151,ko04080,ko04072,ko04015,ko04540,ko05200	NA
K04288	ko04071,ko04068,ko04080	NA
K04042	ko00520	M00362
K04041	ko00030,ko00010,ko00680,ko00710,ko00051	M00003,M00167,M00165
K02455	ko03070,ko05111	M00331
K18562	ko00332	NA
K04185	ko04672,ko04062,ko04060	NA
K03013	ko03020,ko05016,ko00240,ko00230,ko04623,ko05169	M00180,M00181,M00182
K03012	ko03020,ko00240,ko05169,ko00230,ko05016	M00180
K03995	ko05322,ko04610,ko05020	NA
K05884	ko00680	M00358
K17851	ko00330	NA
K05730	ko04650,ko04666,ko04664,ko04670,ko04024,ko04660,ko04810,ko04662,ko04062,ko04510	NA
K05887	ko00400	NA
K05736	ko04660,ko04810,ko04014,ko04360,ko04510,ko04012,ko05211	NA
K05737	ko04144,ko05120,ko04810	NA
K05734	ko04660,ko04810,ko04014,ko04360,ko04510,ko04012,ko05206,ko05211	NA
K05735	ko04660,ko04810,ko04014,ko04360,ko04510,ko04012,ko05211	NA
K03019	ko03020,ko00240,ko05169,ko04623,ko00230	M00181
K03018	ko03020,ko00240,ko05169,ko04623,ko00230	M00181
K00546	ko00340	NA
K00547	ko00270	NA
K00544	ko00270,ko00260	NA
K00545	ko00140,ko04728,ko00350,ko00965	NA
K00542	ko00260,ko00330	M00047
K00543	ko00380	M00037
K00541	ko00760	NA
K00548	ko00270,ko00450,ko00670	M00017
K00549	ko00270,ko00450	M00017
K04425	ko04010	M00689,M00688
K04424	ko04010	NA
K04427	ko05140,ko05145,ko04660,ko04064,ko04380,ko05418,ko04657,ko04140,ko04520,ko04013,ko04010,ko04310,ko04668,ko04214,ko04152,ko04624,ko05162,ko04621,ko04620,ko04622,ko05169,ko05168	M00686,M00689,M00688
K04426	ko04668,ko04530,ko04141,ko04071,ko04013,ko04010,ko04932,ko04210,ko05418,ko04214,ko04722,ko05014	M00689,M00688
K01141	ko03430	NA
K04420	ko04540,ko04912,ko04010	M00690,M00689,M00688
K04423	ko04010	M00689,M00688
K01142	ko03410	NA
K09113	ko04931,ko04932	NA
K00039	ko00040	NA
K04429	ko04010	M00689,M00688
K01148	ko03018	NA
K13963	ko05146	NA
K00788	ko00730	M00127
K00789	ko00270	M00034,M00035,M00368,M00609
K14507	ko04075	NA
K19826	ko00760	M00810
K14505	ko04075	M00692
K14504	ko04075	NA
K19823	ko00910	NA
K05089	ko04060,ko05218,ko04072,ko04151,ko04020,ko05231,ko04014,ko04015,ko04810,ko04010,ko04510,ko04540,ko05230,ko05206,ko05214,ko05200,ko05215,ko05166	NA
K14501	ko04075	NA
K19820	ko00760	M00810
K05084	ko04144,ko05205,ko05206,ko04012,ko04020	NA
K05085	ko04144,ko05205,ko04012,ko04020	NA
K05086	ko05215,ko04810	NA
K05087	ko04211,ko04066,ko04068,ko04144,ko04140,ko05218,ko05215,ko05214,ko04520,ko04730,ko04913,ko04914,ko04014,ko04015,ko04114,ko05224,ko04213,ko04152,ko04151,ko04150,ko04510,ko05205,ko04550,ko05200,ko05202	NA
K05080	ko04080,ko04060,ko04151,ko04630	NA
K05081	ko04080,ko04060,ko04917,ko04151,ko04630	NA
K14509	ko04016,ko04075	NA
K05083	ko05215,ko05224,ko05223,ko05213,ko05205,ko04020,ko04530,ko04012,ko04066,ko05219,ko04510,ko05230,ko05206,ko05200,ko05212,ko04520	NA
K12901	ko00440	NA
K12900	ko03040	NA
K12903	ko00440	NA
K12902	ko00440	NA
K12905	ko00440	NA
K12904	ko00440	NA
K12907	ko00440	NA
K12906	ko00440	NA
K12909	ko00440	NA
K12908	ko00440	NA
K14760	ko00130	NA
K02140	ko00190	M00158
K02141	ko00190	M00158
K02142	ko00190	M00158
K02143	ko00190	M00158
K02144	ko05120,ko05110,ko05323,ko04145,ko05152,ko04142,ko04150,ko04721,ko00190	M00160
K02145	ko05120,ko05110,ko04966,ko04145,ko04150,ko05323,ko04721,ko00190	M00160
K02146	ko05120,ko05110,ko04966,ko04145,ko05152,ko04142,ko05323,ko00190,ko04721,ko05203	M00160
K02147	ko05120,ko05110,ko04966,ko04145,ko04150,ko05323,ko04721,ko00190	M00160
K02148	ko05120,ko05110,ko04966,ko04145,ko04150,ko05323,ko04721,ko00190	M00160
K02149	ko05120,ko05110,ko04966,ko04145,ko04150,ko05323,ko04721,ko00190	M00160
K18086	ko04070,ko04140,ko00562	NA
K18087	ko00621	M00543
K03369	ko00604	M00069
K03368	ko00603,ko00512,ko00533,ko00604	NA
K18082	ko04070,ko04140,ko00562	NA
K18083	ko04070,ko00562,ko04138	NA
K18081	ko04070,ko00562	NA
K03815	ko00230	NA
K03814	ko00550	NA
K03361	ko04120,ko04111	M00407
K03816	ko00230	NA
K03367	ko05150,ko00473,ko02020	M00725
K03366	ko00650	NA
K03365	ko00330	NA
K18089	ko00625,ko00361,ko00362,ko00623	M00547
K17685	ko05204,ko00980	NA
K16336	ko05205,ko04514,ko05418,ko05144	NA
K17687	ko00830,ko00590,ko00071,ko04270	NA
K17686	ko04016	NA
K17683	ko00980,ko00982,ko00983,ko00830,ko00232,ko05204	NA
K12105	ko05120	M00564
K17689	ko00980,ko00982,ko00983,ko00140,ko00591,ko00830,ko05204	NA
K17688	ko00071,ko04270	NA
K16333	ko04922,ko05166,ko04931,ko04152,ko04151	NA
K16628	ko04974	NA
K16629	ko04974	NA
K11904	ko03070	M00334
K11905	NA	M00334
K11906	ko03070	M00334
K11907	ko02025,ko03070	M00334
K16620	ko04913,ko04350,ko04390	M00679
K16621	ko04350,ko04060,ko04360,ko04390	M00679
K16622	ko04350,ko04390	M00679
K11903	ko02025,ko03070	M00334
K13230	ko00402	NA
K13231	ko00945	NA
K13232	ko00945	NA
K13233	ko00945	NA
K13234	ko00945	NA
K13235	ko00945	NA
K18888	ko02010	M00706
K18889	ko02010	M00707
K13238	ko00071	NA
K13239	ko04146,ko00071	NA
K18882	ko03030	NA
K18880	ko00062,ko04626	NA
K18881	ko00620	NA
K10456	ko04120,ko05418	NA
K02829	ko00190	M00416
K17536	ko04013	NA
K02828	ko00190	M00416
K17532	ko04152,ko04150	NA
K13025	ko03013,ko03040,ko03015	M00430
K07248	ko00630,ko00620	NA
K07249	ko00830	NA
K02826	ko00190	M00416
K07246	ko00630,ko00650	NA
K11459	ko05206,ko04550,ko05202	NA
K05297	ko00071	NA
K19733	ko02024	NA
K02823	ko00240	NA
K04224	ko04080,ko04020	NA
K19078	ko02020	M00733,M00725,M00726,M00730
K02822	ko02060,ko00053	M00283,M00550
K14048	ko00220,ko00791,ko00230,ko05120	NA
K14049	ko04080	NA
K08232	ko00053	NA
K18925	NA	M00712
K18924	NA	M00712
K12638	ko00905	M00371
K20373	ko02024	NA
K13734	ko05100	NA
K18602	ko00720	NA
K20370	ko00620	NA
K19599	ko04630	NA
K19598	ko04659,ko04630	NA
K12633	ko00231	NA
K19595	NA	M00768,M00769
K19594	NA	M00768,M00769
K19593	NA	M00769
K19592	NA	M00768
K19591	NA	M00769
K12632	ko00231	NA
K06265	ko05414,ko05412,ko05416,ko04512,ko05410	NA
K06264	ko04512,ko04611	NA
K06267	ko04512	NA
K06266	ko04512	NA
K06261	ko04640,ko04512,ko04611	NA
K18606	ko00360,ko00130,ko00960,ko00350	NA
K06263	ko04640,ko04512,ko04611	NA
K06262	ko04640,ko04512,ko04611	NA
K18607	ko00750	NA
K06269	ko04261,ko04910,ko04750,ko05031,ko05168,ko04931,ko04024,ko04022,ko04810,ko04611,ko04113,ko04921,ko04728,ko04270,ko04114,ko05205,ko05034,ko04720,ko04390,ko03015,ko04510	NA
K06268	ko04380,ko04650,ko04658,ko04659,ko04022,ko04020,ko05166,ko04360,ko05010,ko05014,ko05031,ko05152,ko04010,ko04114,ko04310,ko04660,ko04662,ko04922,ko04921,ko04924,ko04370,ko04724,ko04720	NA
K03661	ko05120,ko05110,ko05323,ko04145,ko05152,ko04142,ko04721,ko00190	M00160
K10850	ko02020	NA
K03194	ko03070	M00333
K12266	ko05132	NA
K11272	ko04111	NA
K05299	ko00720,ko00680	M00377
K00049	ko00630,ko00620,ko00260	NA
K00048	ko00630,ko00640	NA
K00739	ko00512	M00056
K00738	ko00513,ko00510	M00075
K00735	ko00515	NA
K00734	ko00534,ko00532	M00057
K00737	ko00510	M00075
K00736	ko00513,ko00510	M00075
K00731	ko00512	M00056
K00730	ko00513,ko00510,ko04141	M00072
K00733	ko00534,ko00532	M00057
K00044	ko00140,ko04913	NA
K13354	ko04146	NA
K15617	ko05202	NA
K17991	ko00073	NA
K15870	ko00121	NA
K17993	ko00920	NA
K17995	ko00920	NA
K17994	ko00920	NA
K15871	ko00121	NA
K19108	ko00261	NA
K19109	ko00261	NA
K19104	ko00261	M00736
K19105	ko00261	M00736
K19106	ko00261	M00736
K19107	ko00261	NA
K19102	ko00261	M00736
K19103	ko00261	M00736
K08062	ko05340,ko05152,ko04612	NA
K06448	ko04530,ko04640	NA
K04551	ko04137,ko05012	NA
K20809	ko00364	NA
K20808	ko00364	NA
K04550	ko05010,ko05144	NA
K20807	ko00643,ko00627,ko00364,ko00380	NA
K20806	ko00364	NA
K20801	ko00260	NA
K12540	NA	M00329
K20802	ko00460	NA
K01075	ko00130,ko00362	NA
K01074	ko00062,ko04142	NA
K04557	ko05012	NA
K18316	ko02024,ko00332	M00675
K18317	ko02024,ko00332	M00675
K18315	ko02024,ko00332	M00675
K18312	ko00643	NA
K18310	ko00250	NA
K18311	ko00250	NA
K15174	ko04011	NA
K18318	ko02024,ko00332	NA
K18319	ko02024,ko00332	NA
K15593	ko05202	NA
K04639	ko04022,ko04810,ko04071,ko04072,ko04371,ko05200,ko04611,ko04270,ko04730	NA
K15590	ko04137	NA
K04630	ko05142,ko05145,ko04062,ko05133,ko05034,ko05032,ko04670,ko04024,ko04022,ko04261,ko04360,ko04540,ko04713,ko04611,ko04730,ko04971,ko05012,ko04371,ko05030,ko04916,ko04915,ko04914,ko04071,ko04015,ko04923,ko04921,ko04728,ko04924,ko04724,ko04725,ko04726,ko04727,ko05200,ko04723	M00695
K04631	ko04744	NA
K15599	ko02010	M00442
K15598	ko02010	M00442
K04634	ko05010,ko05143,ko05142,ko05146,ko04961,ko04972,ko04022,ko04020,ko04261,ko04540,ko04713,ko04611,ko04730,ko04971,ko04970,ko04918,ko04371,ko05016,ko04912,ko04911,ko04916,ko04915,ko04071,ko04015,ko05200,ko04745,ko04922,ko04921,ko04728,ko04924,ko04925,ko04724,ko04725,ko04726,ko04720,ko04750,ko04270,ko04723	NA
K04635	ko05146,ko04912,ko04911,ko05142,ko04022,ko04020,ko04925,ko04540,ko04725,ko05200,ko04270,ko04730	NA
K04636	ko05142,ko05146,ko04020	NA
K04637	ko05142,ko05146,ko04020	NA
K14978	ko02020	M00663
K14979	ko02020	M00663
K14976	ko00950	NA
K14977	ko00230	NA
K14974	ko00760	M00622
K14975	ko00950	NA
K14970	ko05202	NA
K00958	ko00450,ko00261,ko00230,ko00920	M00596,M00176
K19822	ko04610	NA
K00951	ko00230	NA
K00950	ko00790	M00126
K00953	ko00740	M00125
K00952	ko00760	NA
K00955	ko00450,ko00261,ko00230,ko00920	M00176
K00954	ko00770	M00120
K00957	ko00450,ko00261,ko00230,ko00920	M00596,M00176
K00956	ko00450,ko00261,ko00230,ko00920	M00596,M00176
K18279	ko00404	M00786
K18278	ko00730	NA
K18275	ko00624	NA
K18277	ko00680	NA
K18276	ko00760	M00811
K15379	ko05206,ko05202	NA
K15377	ko05231	NA
K15376	ko04727,ko00790	NA
K15375	ko04727	NA
K15374	ko04727	NA
K15373	ko00430	NA
K15372	ko00430,ko00410	NA
K15371	ko00250,ko00220,ko00430,ko00910	NA
K04897	ko04974	NA
K14193	ko05150	NA
K07920	ko04140	NA
K04663	ko04350,ko04390	M00679
K06842	ko04360	NA
K02777	ko00500,ko05111,ko00520,ko02026,ko02060,ko00010	M00265,M00266,M00272,M00270,M00303,M00268,M00806
K02775	ko02060,ko00052	M00279
K02774	ko02060,ko00052	M00279
K02773	ko02060,ko00052	M00279
K02771	ko02060,ko00051	M00304
K02770	ko02060,ko00051	M00273
K13246	ko05111	NA
K02779	ko02060,ko00010,ko00520,ko05111	M00265
K02778	ko02060,ko00010,ko00520,ko05111	M00265
K05470	ko04060	NA
K01607	ko00362	NA
K01602	ko00630,ko00710	M00532,M00166,M00165
K01601	ko00630,ko00710	M00532,M00166,M00165
K01608	ko00630	NA
K01609	ko00400	M00023
K17058	ko00940	NA
K17059	ko00940	NA
K02551	ko00130	M00116
K02806	ko02060	NA
K05277	ko00941	M00138
K02800	ko02060,ko00051	M00274
K02803	ko02060,ko00520	M00267
K02802	ko02060,ko00520	M00267
K05279	ko00944	NA
K05278	ko00941	NA
K02809	ko00500,ko02060	M00269
K17055	ko00940	NA
K17056	ko00940	NA
K17057	ko00940	NA
K03601	ko03430	NA
K03602	ko03430	NA
K03606	ko05111	NA
K08840	ko04013	NA
K08847	ko04621,ko04623,ko04668	NA
K08846	ko04621,ko05152,ko04722,ko05131	NA
K08845	ko04068,ko04650,ko05219,ko05218,ko05215,ko05214,ko05213,ko05212,ko05211,ko05210,ko05034,ko04910,ko04810,ko04914,ko04012,ko05224,ko05223,ko05220,ko05221,ko04720,ko05160,ko05205,ko04726,ko04730,ko05200,ko04270	M00687
K08844	ko05012	NA
K04667	ko04350,ko04550	M00681
K17234	ko02010	M00602
K17235	ko02010	M00602
K17236	ko02010	M00602
K17237	ko02010	M00599
K17230	ko00920	NA
K17231	ko04918	NA
K17232	ko04918	NA
K06070	ko04015,ko04925	NA
K06071	ko05132,ko04151	NA
K06073	ko02010	M00241
K06074	ko02010	M00241
K17239	ko02010	M00599
K04666	ko04350,ko04550	NA
K19698	ko00522	NA
K19699	ko00430	NA
K19695	ko04740	NA
K19696	ko00270	NA
K19697	ko00640	NA
K19690	ko02020	M00516
K19691	ko02020	M00516
K19692	ko02020	M00516
K04665	ko04060,ko04350,ko04024,ko04390	M00679
K04999	ko05032,ko04915,ko04921,ko04728,ko04726,ko04713,ko04723	NA
K20024	ko00561	NA
K20023	ko00053	NA
K04664	ko04350,ko04060,ko04390	M00679
K20021	ko00270	NA
K20020	ko04360,ko04340	NA
K05476	ko04672,ko05323,ko04060,ko04064	NA
K13752	ko04740	NA
K04998	ko04725,ko04921	NA
K12466	ko00903	NA
K12467	ko00902	NA
K12464	ko04722	NA
K12465	ko04722	NA
K12462	ko04962,ko04722	NA
K12463	ko04722	NA
K12460	ko04722	NA
K12461	ko05205,ko04722	NA
K12469	ko04144	NA
K07657	ko02020	M00434
K07656	ko02020	M00463
K07655	ko02020	M00462
K07654	ko02020	M00461
K07653	ko02020	M00460
K07652	ko02020	M00459
K07651	ko02020	M00458
K07650	ko02020	M00448
K07659	ko02026,ko02020	M00742,M00743,M00445
K07658	ko02020	M00434
K16013	ko02010	NA
K16012	ko02010	NA
K16011	ko02025,ko00520,ko00051	M00362,M00114
K16010	ko00522	M00775
K16014	ko02010	NA
K07381	ko00902,ko00903	NA
K07380	ko04514	NA
K07382	ko00902,ko00903	NA
K07385	ko00902	NA
K07384	ko00902	NA
K04392	ko05120,ko05416,ko05100,ko04062,ko04380,ko04650,ko05418,ko04145,ko04670,ko04024,ko04360,ko04933,ko04932,ko05231,ko05212,ko04520,ko05210,ko04972,ko05014,ko04510,ko05132,ko04810,ko05131,ko04071,ko04014,ko04015,ko04013,ko04010,ko05205,ko04310,ko04664,ko04666,ko04151,ko04662,ko04530,ko05211,ko04370,ko04620,ko05200,ko04722,ko05203	NA
K06920	ko00790	NA
K06928	ko00730,ko00230	NA
K07031	ko00540	NA
K18199	ko00930	NA
K15162	ko04919	NA
K15167	ko04919	NA
K15164	ko04919	NA
K21292	ko00904	NA
K21290	ko04022,ko04151,ko04261,ko04072,ko04921,ko05145,ko04371,ko04725,ko04611	NA
K21297	ko00253	M00823
K00384	ko00450,ko00240	NA
K00385	ko00920	NA
K00387	ko00920	NA
K00380	ko00920	M00176
K00381	ko00920	M00176
K00382	ko00640,ko00630,ko00020,ko00620,ko00280,ko00010,ko00260	M00009,M00036,M00011,M00307,M00532
K00383	ko00480,ko04918	NA
K01383	ko04011	NA
K01382	ko04142	NA
K01381	ko04138	NA
K01380	ko04614,ko04924	NA
K10366	ko05414,ko05416,ko05410,ko05412	NA
K01384	ko05224,ko04310,ko04916,ko04150,ko05166,ko05217,ko05205,ko04550,ko05200,ko04390	M00677
K01389	ko04614,ko05010,ko04640,ko04974	NA
K01388	ko05323,ko05200,ko03320,ko05219,ko04657	NA
K20112	ko02060	M00807
K11246	ko04011	NA
K17839	ko00410,ko00330	NA
K05718	ko04650,ko04514,ko05323,ko04670,ko05416,ko04810,ko05144,ko05150,ko04015,ko05169,ko05166	NA
K05719	ko05100,ko05140,ko05145,ko04145,ko04670,ko05410,ko05412,ko04360,ko04611,ko04510,ko05133,ko05130,ko05131,ko04015,ko04810,ko05222,ko04151,ko04530,ko04514,ko04512,ko05414,ko05205,ko05200	NA
K05868	ko04068,ko04115,ko04110,ko04914	M00693
K05869	ko05034,ko05031,ko04024,ko04020,ko04211,ko04921,ko04371,ko04925,ko04725,ko04380,ko04720,ko04722	NA
K17832	ko00281	NA
K05867	ko05206,ko04110,ko04914,ko04114	M00691,M00693
K17830	ko00564	NA
K08545	ko04013	NA
K05710	ko00360	M00545
K05711	ko00360	M00545
K05712	ko00360	M00545
K05713	ko00360	M00545
K00560	ko00240,ko00670	M00053
K00562	ko00450,ko00380	NA
K08013	ko04670,ko04015	NA
K00565	ko03015	NA
K00566	ko04122	NA
K00568	ko00130	M00117
K00569	ko00983	NA
K02079	ko00052	NA
K15786	ko00260	NA
K15787	ko00944	NA
K15784	ko00260	NA
K15785	ko00260	NA
K15783	ko00260	NA
K15780	ko00230	NA
K04408	ko04010	NA
K04407	ko04010	NA
K04406	ko04010	NA
K04405	ko04010	NA
K01164	ko03013,ko03008	NA
K04403	ko04668,ko05140,ko05145,ko04010,ko04064,ko04621,ko04620,ko04380,ko05169,ko05168	M00686
K04402	ko04210,ko04110,ko04068,ko04115,ko04010	NA
K15789	ko00260	NA
K08018	ko04530,ko04015,ko04010	NA
K18463	ko04144,ko04212	NA
K20697	ko04624	NA
K08019	ko04014,ko04015	NA
K18465	ko04144	NA
K14561	ko03008	NA
K14560	ko03008	NA
K14563	ko03008	NA
K14562	ko03008	NA
K14565	ko03008	NA
K14564	ko03008	NA
K14567	ko03008	NA
K14566	ko03008	NA
K14569	ko03008	NA
K14568	ko03008	NA
K08092	ko00040,ko00053	NA
K08093	ko00030,ko00680	M00345,M00580
K08094	ko00030,ko00680	M00345,M00580
K08096	ko00740	NA
K08097	ko00680	M00358
K06654	ko04111	NA
K11041	ko05150	NA
K05207	ko04080,ko04730	NA
K05204	ko04724,ko04080	NA
K20104	ko04215	NA
K12929	ko00904	NA
K12928	ko00904	NA
K20105	ko04215	NA
K12923	ko00904	NA
K12922	ko00904	NA
K12921	ko00904	NA
K12920	ko00904	NA
K12927	ko00904	NA
K12926	ko00904	NA
K12925	ko00904	NA
K12924	ko00904	NA
K05168	ko04060,ko04657	NA
K05200	ko05033,ko05031,ko04024,ko04080,ko04728,ko04724,ko04713,ko04723	NA
K05201	ko04724,ko04080	NA
K20692	ko04624	NA
K11043	ko05150	NA
K13590	ko04112	NA
K12781	ko04113	NA
K20693	ko04624	NA
K14949	ko05152	NA
K02128	ko05010,ko05016,ko05012,ko00190	M00158
K02129	ko00190	M00158
K00446	ko00361,ko00362,ko00643,ko00622	M00569
K02122	ko00190	M00159
K02123	ko00190	M00159
K02120	ko00190	M00159
K02121	ko00190	M00159
K02126	ko05010,ko05016,ko05012,ko00190	M00158
K02127	ko05010,ko05016,ko05012,ko00190	M00158
K02124	ko00190	M00159
K02125	ko05010,ko05016,ko05012,ko00190	M00158
K00444	ko05224,ko04310,ko04916,ko04150,ko05166,ko04360,ko05217,ko05205,ko04550,ko05200,ko04390	M00677
K03831	ko04122,ko00790	NA
K00111	ko00564	NA
K13780	ko05230,ko04150	NA
K13781	ko04974	NA
K13784	ko05169	NA
K00441	ko00680	NA
K13038	ko00770	M00120
K13039	ko00680	M00358
K13788	ko00720,ko00680,ko00430,ko00620,ko00640	M00357,M00579
K13789	ko00900	M00364,M00366
