KO	Pathways	Modules
K00244	ko00650,ko00720,ko02020,ko00020,ko00620,ko00190	M00009,M00173,M00011,M00150
K00247	ko00650,ko00720,ko02020,ko00020,ko00620,ko00190	M00009,M00173,M00011,M00150
K00246	ko00650,ko00720,ko02020,ko00020,ko00620,ko00190	M00009,M00173,M00011,M00150
K17223	ko00920	M00595
K01061	ko00361,ko00364,ko00623	NA
K15869	ko00121	NA
K15868	ko00121	NA
K15867	ko05031	NA
K15849	ko00360,ko00400,ko00960,ko00950,ko00350	M00040
K15864	ko00910	M00529
K15863	ko00190	M00144
K15862	ko02020,ko00190	M00156
K15861	ko02020	NA
K01795	ko00051	NA
K17220	ko00920	NA
K04544	ko05034,ko05032,ko04151,ko04062,ko04014,ko04728,ko04371,ko04724,ko04725,ko04726,ko04727,ko05200,ko04713,ko04723	NA
K06453	ko04650,ko04658,ko05142,ko04660,ko04659	NA
K20584	ko00524	NA
K06450	ko05340,ko04640,ko04658,ko04659,ko05142,ko04660,ko05166,ko05162	NA
K17226	ko00920	M00595
K13667	ko00514	NA
K06451	ko05340,ko04640,ko04658,ko04659,ko05142,ko04660,ko05166,ko05162	NA
K17225	ko00920	M00595
K17224	ko00920	M00595
K06457	ko04640	NA
K05494	ko04659,ko05321,ko04060,ko04657	NA
K04657	ko04350	NA
K20401	ko04150	NA
K20400	ko04150	NA
K20403	ko04150	NA
K20402	ko04140,ko04150	NA
K20405	ko04150	NA
K20404	ko04150	NA
K20407	ko04150	NA
K20406	ko04150	NA
K20409	ko04150	NA
K20408	ko04150	NA
K02799	ko02060,ko00051	M00274
K02798	ko02060,ko00051	M00274
K02791	ko00500,ko02060,ko00010,ko00520	M00266
K02790	ko00500,ko02060,ko00010,ko00520	M00266
K02793	ko02060,ko00520,ko00051	M00276
K02795	ko02060,ko00520,ko00051	M00276
K02794	ko02060,ko00520,ko00051	M00276
K02796	ko02060,ko00520,ko00051	M00276
K03678	ko03018	M00391
K01044	ko00983	NA
K01045	ko00627,ko00363	NA
K01046	ko00561	M00098
K01047	ko00564,ko00565,ko04975,ko00592,ko00591,ko00590,ko04014,ko04972,ko04270	NA
K04560	ko04911,ko04130,ko05031,ko04721	NA
K04561	ko00910	M00529
K01042	ko00450,ko00970	NA
K04563	ko04113,ko04111,ko04011	M00692,M00693
K05498	ko04913	NA
K01048	ko00564	NA
K01049	ko04725,ko00564	NA
K02535	ko00540	M00060
K05214	ko05034,ko05033,ko05031,ko05030,ko04024,ko04080,ko04724	NA
K05217	ko04742,ko04080,ko04020	NA
K02536	ko00540	M00060
K05211	ko05010,ko05034,ko05033,ko05014,ko05031,ko05030,ko04024,ko04020,ko04080,ko04724,ko04713,ko04720	NA
K05210	ko05010,ko05034,ko05033,ko05014,ko05031,ko05016,ko05322,ko04024,ko04080,ko04014,ko04015,ko04728,ko04724,ko04713,ko04720,ko05030	NA
K05213	ko05034,ko05033,ko05031,ko05030,ko04024,ko04080,ko04724	NA
K05212	ko05010,ko05034,ko05033,ko05014,ko05031,ko05030,ko04024,ko04020,ko04080,ko04724,ko04713,ko04720	NA
K10194	ko02010	M00202
K02249	NA	M00429
K02248	NA	M00429
K02539	ko04210,ko05206,ko04151,ko04630	NA
K05218	ko04080,ko04020	NA
K13137	ko03013	M00426
K13136	ko03013	M00426
K13135	ko03013	M00426
K13134	ko03013	M00426
K13133	ko03013	M00426
K13132	ko03013	M00426
K13131	ko03013	M00426
K13130	ko03013	M00426
K15010	ko04724,ko04068	NA
K13429	ko04626	NA
K13428	ko04626	NA
K15011	ko02020	M00523
K13421	ko00240,ko00983	M00051
K13420	ko04016,ko04626	NA
K13423	ko04016,ko04626	NA
K13422	ko04016,ko04075	NA
K13425	ko04016,ko04626	NA
K13424	ko04016,ko04626	NA
K13427	ko00220,ko04626,ko00330	NA
K13426	ko04016,ko04626	NA
K14460	ko04975	NA
K14461	ko04975	NA
K14462	ko04975,ko04977	NA
K15018	ko00720	M00375
K15019	ko00720	M00375
K08007	ko04971,ko04670,ko04810,ko04530,ko05130,ko05205,ko05206	NA
K12130	ko04712	NA
K10918	ko05111	NA
K03110	ko03070,ko03060,ko02024	M00335
K03111	ko03440,ko03430,ko03030	NA
K03113	ko03013	NA
K03114	ko04113,ko04111,ko04011	M00693
K03115	ko04310,ko05162,ko03008,ko04139,ko04064,ko04137,ko04712,ko05169,ko05168,ko04520	NA
K03116	ko03070,ko03060	M00336
K03117	ko03070,ko03060	M00336
K03118	ko03070,ko03060	M00336
K03119	ko00430,ko00920	NA
K08821	ko05202	NA
K08822	ko04062,ko04728,ko04932	NA
K10919	ko05111	NA
K12552	ko00550	NA
K12553	ko00550	NA
K17706	ko04015	NA
K12551	ko00550	NA
K12556	ko00550	NA
K17701	ko04015	NA
K12554	ko00550	NA
K12555	ko00550	NA
K06092	ko04530,ko04390	NA
K06093	ko04144,ko04530,ko04015,ko04360,ko04391,ko04390	NA
K06090	ko04530	NA
K06091	ko04530,ko04391,ko04390	NA
K06544	ko05150,ko04514	NA
K17709	ko00830,ko00590,ko00980,ko00982	NA
K06094	ko04530,ko04391,ko04390	NA
K06095	ko04530,ko04391	NA
K08794	ko04921,ko04925	NA
K08791	ko04214,ko04391,ko04390,ko04392	M00683
K16072	ko04064	NA
K02418	ko02040	NA
K09844	ko00906	NA
K09845	ko00906	NA
K09846	ko00906	NA
K09847	ko00906	NA
K09840	ko00906	M00372
K09841	ko00906	M00372
K09842	ko00906	M00372
K09843	ko00906	NA
K10954	ko05110	NA
K10955	ko05110,ko05146	NA
K10956	ko04145,ko05110,ko04141,ko03060	M00401
K10957	ko03440	NA
K10950	ko05110,ko04141	NA
K09849	ko05222,ko04668,ko04657,ko05169,ko04064,ko04621,ko05200,ko05168,ko05203	NA
K02419	ko02040	NA
K10953	ko05110	NA
K12131	ko04712	NA
K11395	ko00030,ko00052	M00309,M00633
K11394	ko00330	NA
K00498	ko00140,ko04913,ko04925	M00107
K00499	ko00260	NA
K00494	ko02024,ko02020	NA
K00496	ko00930,ko00071	NA
K00497	ko00140	M00108,M00109
K00491	ko00220,ko00330	NA
K00493	ko00627,ko00071,ko00380	NA
K20184	ko04138	NA
K13591	ko04112	M00511
K20180	ko04138	NA
K20181	ko04138	NA
K20182	ko04138	NA
K20183	ko04138	NA
K13593	ko04112	NA
K13592	ko04112	NA
K07941	ko04144,ko04014,ko04666,ko04072	NA
K07940	ko04144	NA
K13597	NA	M00679
K13446	ko04626	NA
K20945	ko05111	NA
K04021	ko00620	NA
K04020	ko00620	NA
K04022	ko00010	NA
K20988	ko05111	NA
K21256	NA	M00834,M00833
K20986	ko00902	NA
K20987	ko02025	NA
K18541	ko00627	NA
K09254	ko04014,ko04624,ko05202,ko05203	NA
K10048	ko05152,ko04668,ko05202,ko04657	NA
K10049	ko05152	NA
K10042	ko04024	NA
K10040	ko02010	M00228
K10041	ko02010	M00228
K10046	ko00520,ko00053	M00114
K10047	ko04070,ko00562,ko00053	M00114,M00131
K04799	ko03450,ko03030,ko03410	NA
K17252	ko04610	NA
K09258	ko04668	NA
K18154	ko04740,ko04921,ko04022	NA
K18151	ko00230	NA
K18152	ko04970,ko04972,ko00760	NA
K18153	ko00760	NA
K08025	ko04950	NA
K08024	ko05202,ko04950	NA
K15496	ko02010	M00423
K15497	ko02010	M00423
K15494	ko05034,ko04024,ko04728,ko05031,ko05030	NA
K15495	ko02010	M00423
K15492	ko05134	NA
K05011	ko04978	NA
K15490	ko05134	NA
K15491	ko05134	NA
K02042	ko02010	M00223
K05778	NA	M00192
K05779	NA	M00192
K05776	ko02010	M00189
K08021	ko04726,ko00590	NA
K05774	ko00030	NA
K05772	ko02010	M00186
K05773	ko02010	M00186
K05770	ko04080,ko05166,ko04214	NA
K08020	ko04530,ko04015	NA
K08022	ko04726,ko00590	NA
K01458	ko00630,ko00340	NA
K01457	ko00220,ko00791	NA
K01456	ko04141	NA
K01455	ko00630,ko00460,ko00910	NA
K01453	ko00930	NA
K01452	ko00520	NA
K01451	ko00360	NA
K01450	ko00630,ko00270	NA
K09202	ko04111	NA
K09203	ko05166,ko05020,ko04933,ko04371	NA
K19395	ko05164	NA
K19394	ko05164	NA
K19397	ko05164	NA
K19396	ko05164	NA
K19391	ko05164	NA
K12135	ko04712	NA
K19393	ko05164	NA
K19392	ko05164	NA
K05512	ko04062,ko04060,ko04064	NA
K05513	ko04672,ko04062,ko04060	NA
K05510	ko04062	NA
K05511	ko04062	NA
K08074	ko00010	M00001
K05515	ko00550	NA
K13098	ko05202	NA
K13099	NA	M00354
K04178	ko04062,ko04060,ko05203	NA
K12948	ko03060	NA
K12947	ko03060	NA
K12946	ko03060	NA
K14727	ko00362	M00568
K14721	ko03020,ko00240,ko05169,ko04623,ko00230	M00181
K14720	ko04216	NA
K13898	ko04970	NA
K13899	ko04970	NA
K00108	ko00260	M00555
K13890	ko02010	M00348
K13891	ko02010	M00348
K13892	ko02010	M00348
K00109	ko00650	NA
K13894	ko02010	M00349
K13895	ko02010	M00349
K13896	ko02010	M00349
K13897	ko04970	NA
K00458	ko04726,ko00590,ko04750	NA
K06159	ko02010	NA
K17391	ko05206	NA
K00459	ko00910	NA
K06153	ko00550	NA
K06152	ko00030	NA
K06151	ko00030	NA
K17399	ko00270,ko05206	M00035
K09674	ko00515	NA
K19550	NA	M00787
K04504	ko05221,ko05200,ko04310,ko03320	NA
K00101	ko00620	NA
K04803	ko04080	NA
K04802	ko03030,ko03420,ko04530,ko04110,ko05161,ko05166,ko03430,ko03410	M00295
K04801	ko03030	NA
K04800	ko03030	NA
K04807	ko04080	NA
K04806	ko04080,ko05033,ko04725	NA
K04805	ko04080,ko04725	NA
K04804	ko04080	NA
K04809	ko05204,ko04080,ko04725,ko05033,ko04020	NA
K04808	ko04080,ko05033,ko04725	NA
K07905	ko04144,ko04962,ko04152	NA
K12133	ko04712	NA
K11948	ko00624	NA
K11949	ko00624	NA
K12784	ko05130	M00542
K11942	ko00630,ko00280,ko00640	M00741
K11943	ko00624	NA
K11944	ko00624	NA
K11945	ko00624	NA
K11946	ko00624	NA
K11947	ko00624	NA
K06249	ko04512,ko04151,ko04510	NA
K19834	NA	M00788
K12780	ko04113	NA
K12769	ko04113	NA
K12768	ko04113	NA
K17101	ko04917	NA
K12761	ko04113,ko04138	NA
K12760	ko04111,ko04011	M00692
K12763	ko04113	NA
K12762	ko04113,ko04213	NA
K12765	ko04113	NA
K12764	ko04113	NA
K12767	ko04113,ko04213,ko04138	NA
K12766	ko04113	NA
K07208	ko04919,ko04910,ko04140,ko04152,ko04151,ko04150,ko04072,ko05231,ko04211	NA
K07209	ko05120,ko05142,ko05145,ko04062,ko04064,ko04380,ko04150,ko04068,ko05418,ko04657,ko04658,ko04659,ko04931,ko04930,ko04932,ko05215,ko05212,ko04910,ko05131,ko04210,ko04014,ko04010,ko05206,ko05222,ko04668,ko05220,ko05221,ko05169,ko05168,ko04660,ko04151,ko04662,ko05164,ko04920,ko05166,ko05161,ko05160,ko04621,ko04620,ko04623,ko04622,ko05200,ko04624,ko04722	M00686
K07200	ko04213,ko04910,ko04152,ko05410,ko04922,ko04530,ko04920,ko04921,ko04931,ko04932,ko04371,ko04710,ko04211,ko04068	NA
K07201	ko04919,ko04213,ko04910,ko04152,ko04922,ko04931,ko04933,ko04211,ko05215,ko04068,ko05200,ko05202	M00676
K07202	ko05016,ko04910,ko04152,ko04922,ko04920,ko04931,ko04371,ko04211	NA
K07203	ko04066,ko04630,ko04659,ko04140,ko04931,ko04930,ko05231,ko05230,ko05215,ko05214,ko04919,ko04910,ko04072,ko04012,ko04138,ko05205,ko04136,ko05206,ko05224,ko05221,ko04152,ko04151,ko04150,ko04920,ko04371,ko04139,ko04211,ko04212,ko04213,ko05200	NA
K07204	ko04213,ko04910,ko04140,ko04152,ko04151,ko04150,ko04138,ko04211,ko05206,ko04136	NA
K07205	ko05221,ko04910,ko04152,ko04151,ko04150,ko05231,ko04012,ko04066,ko03013,ko04211	NA
K07206	ko04910,ko04140,ko04152,ko04151,ko04150,ko04072,ko05231,ko04211	NA
K07207	ko04919,ko04910,ko04140,ko04152,ko04151,ko04150,ko04072,ko04115,ko05231,ko04211	NA
K06713	ko04672,ko05340,ko04514,ko04660	NA
K11531	ko02024,ko02026	NA
K12788	ko05130	M00542
K11526	ko02020	M00508
K08861	ko04068	NA
K11255	ko04919	NA
K11524	ko02020	NA
K11525	ko02020	NA
K11530	ko02024	NA
K11522	ko02020	M00508
K05102	ko04360	NA
K11251	ko05322,ko05034	NA
K08670	ko05206	NA
K11520	ko02020	M00465
K08678	ko00520	M00361
K08679	ko00520	NA
K11521	ko02020	M00465
K10547	ko02010	M00216
K10546	ko02010	M00216
K10545	ko02010	M00215
K10544	ko02010	M00215
K10543	ko02010	M00215
K10542	ko02010	M00214
K10541	ko02010	M00214
K10540	ko02010,ko02030	M00214
K10549	ko02010	M00217
K10548	ko02010	M00216
K04351	ko04911,ko04024,ko04261,ko04072,ko04015,ko04670	NA
K11236	ko04011	NA
K11237	ko04011	NA
K11234	ko04011	NA
K04350	ko04014,ko05200,ko04611,ko04010,ko04660	NA
K11232	ko02020,ko04011	M00516
K11233	ko04139,ko02020,ko04011	M00516
K11230	ko02020,ko04011	NA
K11231	ko04139,ko02020,ko04011	M00516
K21178	NA	M00826
K21179	NA	M00826
K13117	NA	M00355
K11238	ko04011	NA
K04356	ko04722,ko04010	NA
K00007	ko00040,ko00051	NA
K19004	ko00561	NA
K00005	ko00561,ko00640	NA
K19006	ko00562	NA
K00003	ko00270,ko00260,ko00300	M00018,M00017
K00002	ko00040,ko00010,ko00930,ko00561	M00014
K00001	ko00980,ko00982,ko00830,ko00071,ko00625,ko00626,ko00010,ko00350	NA
K19002	ko00561	NA
K01186	ko00511,ko00600,ko04142	NA
K19008	ko04922	NA
K00009	ko00051	NA
K00008	ko00040,ko00051	M00014
K10723	ko00981	NA
K10722	ko00981	NA
K10721	ko00981	NA
K10720	ko00981	NA
K10726	ko03030	NA
K10724	ko00981	NA
K10728	ko03440	NA
K05631	ko04530,ko04015	NA
K09071	ko04550	NA
K00710	ko00512	M00056
K04355	ko05016,ko05034,ko05030,ko04024,ko04010,ko04722	NA
K08241	ko00592	NA
K08243	ko00941	NA
K08242	ko00100	NA
K08247	ko00450	NA
K08246	ko00100	NA
K08249	ko00460	NA
K08248	ko00460	NA
K13846	ko05144	NA
K00263	ko00290,ko00280	NA
K00262	ko00250,ko00220,ko00910	NA
K00261	ko00250,ko00220,ko00471,ko04964,ko00910	M00740
K00260	ko00250,ko00220,ko00430,ko00910	NA
K00266	ko00250,ko00910	NA
K00265	ko00250,ko00910	NA
K00264	ko00250,ko00910	NA
K18812	NA	M00692
K12530	ko02020	M00326
K12531	ko02020	M00326
K19863	ko04940	NA
K00718	ko00603,ko00601	NA
K12532	ko02020	M00326
K15809	ko00909	NA
K15808	ko00909	NA
K12533	ko02010	M00327
K15801	ko00909	NA
K15800	ko00909	NA
K15803	ko00909	NA
K15802	ko00909	NA
K15805	ko00909	NA
K15804	ko00909	NA
K15807	ko00909	NA
K15806	ko00909	NA
K12536	ko02010	M00328
K12537	NA	M00328
K09643	ko05164	NA
K01202	ko00600,ko04142	NA
K01203	ko00500,ko04973,ko00052	NA
K01200	ko00500	NA
K01201	ko00511,ko00600,ko04142	NA
K01206	ko00511	NA
K01207	ko00520,ko00531	M00628
K01204	ko00603,ko04142	NA
K01205	ko00531,ko04142	M00078
K01208	ko00500	NA
K01209	ko00520	NA
K09647	ko03060	NA
K05185	ko04080,ko04727,ko05033,ko05032,ko04723	NA
K05184	ko04080,ko04727,ko05033,ko05032,ko04723	NA
K20428	ko00525	NA
K05181	ko05033,ko05032,ko04080,ko04726,ko04727,ko04723	NA
K20423	NA	M00830
K05412	ko05416,ko04940,ko04672,ko05322,ko05332,ko05320,ko05330,ko05323,ko04514,ko04620	NA
K20421	NA	M00830
K20420	NA	M00830
K20427	ko00525	M00814
K20426	ko00525	M00814
K20425	ko00525	M00814
K20424	ko00525	M00814
K00915	ko04070,ko00562,ko04138	M00132
K00914	ko00562,ko04145,ko05152,ko04140,ko04070,ko04138,ko04371,ko04136	NA
K00917	ko00052	NA
K00911	ko04070,ko00562,ko04020	M00130
K00910	ko05032,ko04144,ko04740,ko04745,ko04062,ko04724,ko04340	NA
K00913	ko04070,ko00562	M00132
K00912	ko00540	M00060
K00919	ko00900	M00096
K00918	ko00030,ko00010,ko00680	M00001
K04588	ko04080,ko04972,ko04976	NA
K04589	ko04080	NA
K04586	ko04080	NA
K04587	ko04080,ko04911,ko04024,ko04713,ko04924	NA
K04584	ko04080	NA
K04585	ko04080,ko04961	NA
K04582	ko04080	NA
K04583	ko04922,ko04080	NA
K04580	ko04080,ko04024	NA
K04581	ko04080,ko04911,ko04024	NA
K02517	ko00540	M00060
K02516	ko03013,ko04111,ko04011	NA
K02515	ko04111,ko04011	NA
K02514	ko00534	NA
K02513	ko00534	NA
K05232	ko04923,ko04920,ko04024,ko05034	NA
K05231	ko04920	NA
K02510	ko00350	NA
K13151	ko03013	NA
K13402	ko00670	M00141
K13401	ko00460,ko00966	NA
K13400	ko00902	NA
K13407	ko00073	NA
K13409	ko02010,ko04626	M00339
K13408	ko04626	M00339
K02243	NA	M00429
K13769	ko05205	NA
K08806	ko05221	NA
K08803	ko05200,ko04140,ko05219	NA
K03178	ko04120,ko05012	NA
K03179	ko00130	M00117
K03172	ko05222,ko04668,ko05169,ko04064,ko04210,ko05200,ko05168,ko05202,ko05203	NA
K03173	ko04621,ko05222,ko04668,ko04657,ko05169,ko04932,ko04141,ko04071,ko04920,ko05160,ko04010,ko04064,ko04210,ko04380,ko04622,ko05200,ko05168,ko05203	NA
K03171	ko04668,ko04657,ko05152,ko04071,ko04920,ko05160,ko04064,ko04210,ko04622,ko05169,ko05203	NA
K03176	ko04144,ko04750,ko05202,ko04010,ko05216,ko04210,ko05230,ko05200,ko04722	NA
K03174	ko05222,ko04668,ko04657,ko05169,ko05160,ko04064,ko04621,ko04620,ko04622,ko05200,ko05168,ko05203	NA
K03175	ko05142,ko05140,ko05145,ko04064,ko04120,ko04380,ko04657,ko04144,ko04140,ko05152,ko05133,ko04013,ko04010,ko05222,ko04214,ko05169,ko05160,ko05162,ko04621,ko04620,ko04622,ko05200,ko05168,ko04722	M00686
K06523	ko04650,ko04514	NA
K06520	ko04670,ko04514	NA
K06521	ko04360	NA
K06527	ko05418,ko05143,ko04670,ko05144,ko04514,ko04933,ko04064,ko05166,ko04668	NA
K06524	ko04810	NA
K06525	ko05414,ko05410,ko04810,ko05412,ko04512,ko04510,ko04151	NA
K06528	ko04145,ko05152,ko04140,ko04142	NA
K06529	ko04360	NA
K12578	ko04111	NA
K12574	ko03018	NA
K12575	ko04113,ko04111	NA
K12576	ko04113,ko04111	NA
K12577	ko04111	NA
K12570	ko00521	NA
K12571	ko03018	NA
K12572	ko03018	NA
K12573	ko03018	NA
K16059	ko04611,ko04020	NA
K16058	ko04020	NA
K16057	ko04020	NA
K11004	ko02010,ko03070,ko05133	M00575,M00325
K16055	ko00500	NA
K16054	ko00270	M00034
K11001	ko00563	NA
K16051	ko00984	NA
K16050	ko00984	NA
K02552	ko00130	M00116
K02632	ko00196	NA
K02633	ko04711,ko04710,ko04713,ko05168	NA
K02986	ko03010	M00179,M00178
K08295	ko00627	NA
K02636	ko00195	M00162
K19438	ko05168	NA
K02981	ko03010	M00177
K02982	ko03010	M00179,M00178
K02983	ko03010	M00179,M00177
K20168	ko04137	NA
K20169	ko00760	M00811
K07693	ko02020	M00479
K07692	ko02024,ko02020	M00478
K07691	ko02024,ko02020	M00476
K07690	ko02020,ko05133	M00477,M00697
K07697	ko02020	M00485
K07696	ko02020	M00483
K07695	ko02020	M00482
K07694	ko02020	M00480
K07699	ko02024,ko02020	M00485
K07698	ko02020	M00485
K21262	NA	M00833
K18529	ko04014,ko04013	NA
K04009	ko05150,ko04080,ko04610	NA
K04008	ko04640,ko04610	NA
K04003	ko04610,ko05133	NA
K04002	ko04610,ko05133	NA
K04001	ko04610,ko05133	NA
K02555	ko04111,ko04011	M00691,M00693
K04007	ko04610,ko05162	NA
K04006	ko04640,ko04610,ko05416	NA
K04004	ko05150,ko04610	NA
K07072	ko00680	NA
K10064	ko04918	NA
K10066	ko04145	NA
K10067	ko04145,ko05133	NA
K10062	ko04145	NA
K10063	ko04918	NA
K10068	ko04145	NA
K04839	ko04261	NA
K15129	ko05168	NA
K15654	ko02024	NA
K15655	ko02024	NA
K15656	ko02024	NA
K15657	ko02024	NA
K15652	ko00400	NA
K17877	ko00910	M00531
K11620	ko02020	M00754
K17879	ko04146	NA
K05758	ko05100,ko04144,ko04666,ko05132,ko05130,ko05131,ko04810	NA
K05759	ko04015,ko05132,ko04013,ko04810,ko05131	NA
K11990	ko04340	M00678
K05750	ko04810	NA
K05751	ko04810	NA
K05752	ko04810	NA
K05753	ko05100,ko04666,ko05132,ko04810,ko05131,ko05231,ko04520	NA
K05754	ko05100,ko04144,ko04666,ko05132,ko05130,ko05131,ko04810	NA
K05755	ko05100,ko04144,ko04666,ko05132,ko05130,ko05131,ko04810	NA
K05756	ko05100,ko04144,ko04666,ko05132,ko05130,ko05131,ko04810	NA
K11624	ko02020	M00484
K03907	ko04610,ko05418,ko04933	NA
K03906	ko04610	NA
K03905	ko05150,ko04610,ko04611	NA
K01373	ko04210,ko04142	NA
K01439	ko00300	M00016
K01438	ko00220	M00028
K03904	ko04610,ko04611	NA
K09222	ko04550,ko05016	NA
K01431	ko00983,ko00240,ko00410,ko00770	M00046
K01430	ko00220,ko00791,ko00230	NA
K01433	ko00630,ko00670	NA
K01432	ko00630,ko00380	M00038
K01435	ko00780,ko04977	NA
K01434	ko00311	NA
K01437	ko00250,ko00340	NA
K08054	ko04145,ko04918,ko04141,ko04612,ko05166	NA
K05535	ko00513	M00074
K08056	ko04141,ko04612	NA
K05537	ko00513	NA
K05530	ko00513	M00074
K05531	ko00513	M00074
K05532	ko00513	M00074
K05533	ko00513	M00074
K03900	ko04611,ko04610,ko04512,ko04151,ko04510	NA
K05538	ko00513,ko00514	NA
K08059	ko04612	NA
K14529	ko03013	NA
K14528	ko03013,ko03008	NA
K14299	ko03013,ko04150	M00427
K14298	ko03013,ko05164	M00427
K14525	ko03013,ko03008	NA
K14524	ko03013,ko03008	NA
K14295	ko03013	M00427
K14294	ko03013,ko03015	NA
K19801	ko04070,ko00562	M00130
K14292	ko03013	NA
K14523	ko03013,ko03008	NA
K14522	ko03013,ko03008	NA
K12967	ko05164,ko04623	NA
K12966	ko04621,ko04623	NA
K12965	ko04623	NA
K12964	ko05132,ko04062,ko04060,ko04064,ko04620,ko04623	NA
K12963	NA	M00721
K12962	NA	M00721
K12960	ko00270	NA
K12969	ko04623	NA
K12968	ko05164,ko04623,ko05162	NA
K06780	ko04514	NA
K10933	ko05110,ko05111	NA
K06781	ko04514	NA
K08122	ko05205	NA
K14749	ko00642	NA
K14748	ko00642	NA
K05404	ko04620,ko05164,ko05162	NA
K14747	ko00642	NA
K14746	ko00642	NA
K02927	ko03010	M00179,M00177
K18196	ko04020	NA
K10930	ko05110,ko05111	NA
K02166	ko04310	NA
K02184	ko04320	NA
K02165	ko04310	NA
K02162	ko04210,ko05202,ko04064	NA
K02163	ko05206	NA
K02160	ko00720,ko00620,ko00061,ko00640	M00376,M00082
K02161	ko05145,ko04066,ko04064,ko05418,ko04630,ko04140,ko04141,ko04261,ko04933,ko05215,ko04340,ko05210,ko05014,ko05152,ko04071,ko05222,ko05169,ko04210,ko04151,ko05161,ko04510,ko04621,ko04725,ko05206,ko05200,ko04215,ko04722	NA
K08559	ko05202	NA
K02169	ko00780	M00572
K10931	ko05110,ko05111	NA
K03341	ko00450,ko00970	NA
K03340	ko00300	M00526
K03343	ko00330	NA
K03342	ko00790	NA
K03345	ko03013,ko04310	M00427
K03344	ko04310	NA
K03347	ko04310,ko04141,ko04350,ko04111,ko04110,ko04114,ko04710,ko04120,ko05168,ko04340,ko04341	M00382,M00380,M00381,M00387,M00379,M00411,M00407
K05702	ko04670,ko04024,ko04530,ko04014,ko04015,ko04520	NA
K03349	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K03348	ko04914,ko04113,ko04111,ko04110,ko04114,ko04120,ko05166	M00389
K08557	ko05215,ko05200,ko04114	NA
K20259	ko02025,ko02024	NA
K09188	ko00310	NA
K08556	ko05224,ko04914,ko04114	NA
K08090	ko04071,ko04072,ko05310,ko04664	NA
K05871	ko04650,ko04912,ko04670,ko04020,ko04062,ko04072,ko05161	NA
K05870	ko04962,ko05034,ko04380,ko04024,ko04022,ko04261,ko04931,ko04710,ko04713,ko05152,ko04612,ko04918,ko05031,ko05016,ko04911,ko04916,ko04915,ko04725,ko05215,ko05030,ko04668,ko04152,ko04151,ko04922,ko05166,ko04728,ko04924,ko04925,ko04211,ko05161,ko05203	NA
K12298	ko04975,ko04972,ko00100,ko00561	M00098
K05873	ko00230	NA
K20255	ko03320	NA
K02360	ko04320	NA
K12293	ko02024,ko02020	NA
K12292	ko02010,ko02024,ko02020	NA
K12295	ko02024,ko02020	M00496
K12294	ko02024,ko02020	M00496
K12368	ko02010,ko02030	M00324
K11927	ko03018	NA
K02422	ko02040	NA
K18866	ko02020,ko00550	M00652
K18860	ko00720,ko00020,ko00650,ko00190	M00009,M00374,M00011
K18861	ko00720	M00375,M00374
K12743	ko00311	M00672,M00673
K12742	ko00900	NA
K12741	ko03040	NA
K12745	ko00311	M00673
K12744	ko00311	M00673
K12361	ko04062,ko04014,ko04015,ko04010,ko05200,ko04611	NA
K12749	ko04261,ko04260,ko05410,ko04371,ko05414	NA
K12748	ko00311	NA
K05625	ko05016	NA
K07260	ko02020,ko00550	M00651
K07264	NA	M00721
K20211	ko04013	NA
K05872	ko04658,ko04659,ko04660,ko04662,ko04920,ko05169,ko04722	NA
K14958	ko04014,ko05152	NA
K00972	ko00520	M00361,M00362
K04478	ko00550	NA
K01119	ko00240,ko00230	NA
K19841	ko04011	NA
K13729	ko05142	NA
K10523	ko04340,ko04341	M00384
K10522	ko04210,ko04215	NA
K10525	ko00592	M00113
K10524	ko00760	NA
K10527	ko00592,ko00071	M00113,M00087
K10526	ko00592	M00113
K10529	ko00592	NA
K10528	ko00592	NA
K14952	ko05152	NA
K19840	ko04011	NA
K01116	ko05120,ko00562,ko04660,ko04066,ko04064,ko04650,ko04658,ko04659,ko04670,ko04750,ko04020,ko04360,ko04933,ko05231,ko05214,ko04919,ko05110,ko05169,ko04070,ko04072,ko04015,ko04012,ko05223,ko04664,ko04666,ko04014,ko04370,ko05205,ko05206,ko05200,ko04722	M00130
K01117	ko00600	NA
K11211	ko00540	NA
K11212	ko00680	M00378
K11213	ko04011	NA
K11214	ko00710	NA
K11215	ko04011	NA
K11216	ko02024	NA
K11217	ko05145,ko04630,ko04658,ko04659,ko05152,ko05140,ko05169,ko04151,ko05168,ko05164,ko05166,ko05161,ko05160,ko05162,ko04621,ko04380,ko04550,ko05200,ko05212,ko05203	M00684
K11218	ko05223,ko04630,ko04658,ko04659,ko04151,ko04062,ko05166,ko05162,ko04550,ko05169,ko05203	M00684
K21155	ko04130,ko04138	NA
K21156	ko04138	NA
K21157	ko04138	NA
K00061	ko00830	NA
K00060	ko00260	NA
K00065	ko00040	NA
K00064	ko00053,ko00051	M00114
K19029	ko04919,ko04152,ko00051	NA
K00066	ko00520,ko02020,ko00051	NA
K00069	ko05202	NA
K00068	ko00051	NA
K19021	ko04924,ko04024,ko04022,ko00230,ko05032	NA
K10292	ko04114	NA
K10291	ko04120	NA
K01151	ko03410	NA
K09053	ko05166,ko05202,ko04925	NA
K09052	ko04261,ko05166	NA
K09051	ko04011	NA
